,date,region,state,cases,newCases,deaths,ML_TYPE,Y_PREDICTED,Y_ORIGINAL,ABS_ERROR,ABS_PERCENT_ERROR,SQUARED_ERROR,ROOT_SQUARED_ERROR
1353,2020-05-02,Sul,Paraníç,1492,45,90,TRAIN,1433.0658,1492,58.9342041015625,3.95001367972939,3473.240413084626,58.9342041015625
1354,2020-05-02,Sul,Rio Grande do Sul,1619,90,62,TRAIN,1409.1093,1619,209.8907470703125,12.964221560859327,44054.125705733895,209.8907470703125
1355,2020-05-02,Sul,Santa Catarina,2346,242,52,TRAIN,1651.8207,2346,694.1793212890625,29.589911393395674,481884.93010534346,694.1793212890625
1356,2020-05-03,Centro-Oeste,Distrito Federal,1649,83,33,TRAIN,1454.8038,1649,194.1961669921875,11.776602000739084,37712.151274457574,194.1961669921875
1357,2020-05-03,Centro-Oeste,Goiíçs,850,25,30,TRAIN,1376.7266,850,526.7265625,61.96783088235294,277440.8716430664,526.7265625
1358,2020-05-03,Centro-Oeste,Mato Grosso,337,6,12,TRAIN,380.04083,337,43.04083251953125,12.7717603915523,1852.5132639743388,43.04083251953125
1359,2020-05-03,Centro-Oeste,Mato Grosso do Sul,272,6,10,TRAIN,255.36453,272,16.635467529296875,6.115980709300322,276.7387799182907,16.635467529296875
1360,2020-05-03,Nordeste,Alagoas,1441,69,64,TRAIN,997.06274,1441,443.937255859375,30.807581947215475,197080.28713995218,443.937255859375
1361,2020-05-03,Nordeste,Bahia,3495,228,123,TRAIN,3428.9402,3495,66.059814453125,1.8901234464413448,4363.899085581303,66.059814453125
1362,2020-05-03,Nordeste,Cearíç,8370,139,663,TRAIN,7853.692,8370,516.30810546875,6.168555620893071,266574.0597727299,516.30810546875
1363,2020-05-03,Nordeste,Maranhí£o,4040,235,237,TRAIN,2745.195,4040,1294.804931640625,32.04962702080755,1676519.8110008836,1294.804931640625
1364,2020-05-03,Nordeste,Paraí_ba,1169,135,76,TRAIN,942.4526,1169,226.54742431640625,19.379591472746473,51323.73546439782,226.54742431640625
1365,2020-05-03,Nordeste,Pernambuco,8643,498,652,TRAIN,3800.536,8643,4842.464111328125,56.02758430322949,23449458.669500887,4842.464111328125
1366,2020-05-03,Nordeste,Piauí_,742,77,28,TRAIN,3077.7898,742,2335.789794921875,314.796468318312,5455913.966061175,2335.789794921875
1367,2020-05-03,Nordeste,Rio Grande do Norte,1392,26,61,TRAIN,1698.7386,1392,306.7386474609375,22.035822375067347,94088.5978461653,306.7386474609375
1368,2020-05-03,Nordeste,Sergipe,730,129,14,TRAIN,45.863235,730,684.1367645263672,93.71736500361195,468043.112576606,684.1367645263672
1369,2020-05-03,Norte,Acre,657,104,24,TRAIN,773.46295,657,116.46295166015625,17.72647666060217,13563.619109395891,116.46295166015625
1370,2020-05-03,Norte,Amapíç,1482,295,43,TRAIN,4168.2373,1482,2686.2373046875,181.2575779141363,7215870.857094765,2686.2373046875
1371,2020-05-03,Norte,Amazonas,6683,621,548,TRAIN,5065.4604,6683,1617.53955078125,24.20379396650082,2616434.198341608,1617.53955078125
1372,2020-05-03,Norte,Paríç,3863,403,309,TRAIN,3238.8323,3863,624.167724609375,16.15759059304621,389585.3484440446,624.167724609375
1373,2020-05-03,Norte,RondíÇnia,705,52,24,TRAIN,628.5578,705,76.44219970703125,10.8428652066711,5843.4098960496485,76.44219970703125
1374,2020-05-03,Norte,Roraima,740,72,11,TRAIN,579.4885,740,160.511474609375,21.6907398120777,25763.933481276035,160.511474609375
1375,2020-05-03,Norte,Tocantins,246,55,4,TRAIN,352.39905,246,106.3990478515625,43.25164546811484,11320.757383719087,106.3990478515625
1376,2020-05-03,Sudeste,Espí_rito Santo,3086,138,114,TRAIN,2652.574,3086,433.426025390625,14.044913330869248,187858.1194859147,433.426025390625
1377,2020-05-03,Sudeste,Minas Gerais,2118,95,89,TRAIN,2148.4863,2118,30.486328125,1.4393922627478755,929.416202545166,30.486328125
1378,2020-05-03,Sudeste,Rio de Janeiro,11139,593,1019,TRAIN,10864.132,11139,274.8681640625,2.4676197509875215,75552.50761508942,274.8681640625
1379,2020-05-03,Sudeste,Sí£o Paulo,31772,598,2627,TRAIN,28296.168,31772,3475.83203125,10.939922042206975,12081408.309463501,3475.83203125
1380,2020-05-03,Sul,Paraníç,1514,22,93,TRAIN,1491.3425,1514,22.657470703125,1.4965304295326949,513.3609786629677,22.657470703125
1381,2020-05-03,Sul,Rio Grande do Sul,1666,47,65,TRAIN,1478.7982,1666,187.2017822265625,11.236601574223439,35044.50726880133,187.2017822265625
1382,2020-05-03,Sul,Santa Catarina,2346,0,52,TRAIN,1705.2611,2346,640.7388916015625,27.311973214047846,410546.32721079886,640.7388916015625
1383,2020-05-04,Centro-Oeste,Distrito Federal,1768,119,33,TRAIN,1488.84,1768,279.1600341796875,15.789594693421238,77930.3246832043,279.1600341796875
1384,2020-05-04,Centro-Oeste,Goiíçs,861,11,30,TRAIN,1529.1305,861,668.1304931640625,77.59936041394454,446398.35589565337,668.1304931640625
1385,2020-05-04,Centro-Oeste,Mato Grosso,344,7,13,TRAIN,430.48035,344,86.4803466796875,25.139635662699856,7478.850361838937,86.4803466796875
1386,2020-05-04,Centro-Oeste,Mato Grosso do Sul,274,2,10,TRAIN,274.32858,274,0.328582763671875,0.11992071666856752,0.10796663258224726,0.328582763671875
1387,2020-05-04,Nordeste,Alagoas,1538,97,72,TRAIN,1067.0812,1538,470.9188232421875,30.618909183497237,221764.53808380663,470.9188232421875
1388,2020-05-04,Nordeste,Bahia,3734,239,141,TRAIN,3596.93,3734,137.070068359375,3.670864176737413,18788.203640043736,137.070068359375
1389,2020-05-04,Nordeste,Cearíç,11040,2670,712,TRAIN,7918.463,11040,3121.537109375,28.274792657382246,9743993.92520523,3121.537109375
1390,2020-05-04,Nordeste,Maranhí£o,4227,187,249,TRAIN,2525.0566,4227,1701.943359375,40.26362335876508,2896611.1985206604,1701.943359375
1391,2020-05-04,Nordeste,Paraí_ba,1219,50,79,TRAIN,1009.83575,1219,209.16424560546875,17.15867478305732,43749.68163970485,209.16424560546875
1392,2020-05-04,Nordeste,Pernambuco,8863,220,691,TRAIN,3827.64,8863,5035.360107421875,56.81326985695448,25354851.411415637,5035.360107421875
1393,2020-05-04,Nordeste,Piauí_,784,42,28,TRAIN,3245.0598,784,2461.059814453125,313.91069061902107,6056815.41031605,2461.059814453125
1394,2020-05-04,Nordeste,Rio Grande do Norte,1421,29,62,TRAIN,1866.0043,1421,445.0042724609375,31.316275331522696,198028.8025084883,445.0042724609375
1395,2020-05-04,Nordeste,Sergipe,772,42,17,TRAIN,47.317154,772,724.6828460693359,93.8708349830746,525165.2273871528,724.6828460693359
1396,2020-05-04,Norte,Acre,733,76,28,TRAIN,1016.79535,733,283.79534912109375,38.71696440942616,80539.80018276349,283.79534912109375
1397,2020-05-04,Norte,Amapíç,1733,251,49,TRAIN,4505.192,1733,2772.19189453125,159.96491024415752,7685047.900104761,2772.19189453125
1398,2020-05-04,Norte,Amazonas,7242,559,584,TRAIN,5166.047,7242,2075.953125,28.665467067108533,4309581.377197266,2075.953125
1399,2020-05-04,Norte,Paríç,4125,262,330,TRAIN,3421.2297,4125,703.770263671875,17.061097301136364,495292.58402878046,703.770263671875
1400,2020-05-04,Norte,RondíÇnia,756,51,25,TRAIN,663.9175,756,92.08251953125,12.180227451223544,8479.190403223038,92.08251953125
1401,2020-05-04,Norte,Roraima,806,66,11,TRAIN,612.09595,806,193.904052734375,24.057574780939827,37598.78166681528,193.904052734375
1402,2020-05-04,Norte,Tocantins,267,21,6,TRAIN,391.72968,267,124.72967529296875,46.71523419212313,15557.491898689419,124.72967529296875
1403,2020-05-04,Sudeste,Espí_rito Santo,3226,140,122,TRAIN,2792.7793,3226,433.220703125,13.429036054711718,187680.17761611938,433.220703125
1404,2020-05-04,Sudeste,Minas Gerais,2347,229,90,TRAIN,2225.8052,2347,121.19482421875,5.163818671442267,14688.185417413712,121.19482421875
1405,2020-05-04,Sudeste,Rio de Janeiro,11721,582,1065,TRAIN,11307.009,11721,413.9912109375,3.532046847005375,171388.72273349762,413.9912109375
1406,2020-05-04,Sudeste,Sí£o Paulo,32187,415,2654,TRAIN,28861.71,32187,3325.2890625,10.331155629602014,11057547.349182129,3325.2890625
1407,2020-05-04,Sul,Paraníç,1562,48,94,TRAIN,1549.6177,1562,12.38232421875,0.792722421174776,153.3219530582428,12.38232421875
1408,2020-05-04,Sul,Rio Grande do Sul,1711,45,74,TRAIN,1548.4883,1711,162.51171875,9.498054865575687,26410.0587310791,162.51171875
1409,2020-05-04,Sul,Santa Catarina,2519,173,52,TRAIN,1763.5663,2519,755.4337158203125,29.989428972620583,570680.0989980847,755.4337158203125
1410,2020-05-05,Centro-Oeste,Distrito Federal,1818,50,33,TRAIN,1514.4948,1818,303.5052490234375,16.694458142103272,92115.43618477881,303.5052490234375
1411,2020-05-05,Centro-Oeste,Goiíçs,922,61,38,TRAIN,1681.5336,922,759.5335693359375,82.3789120754813,576891.2429481894,759.5335693359375
1412,2020-05-05,Centro-Oeste,Mato Grosso,365,21,13,TRAIN,515.8264,365,150.826416015625,41.32230575770548,22748.60776811838,150.826416015625
1413,2020-05-05,Centro-Oeste,Mato Grosso do Sul,283,9,10,TRAIN,298.90778,283,15.90777587890625,5.621122218694788,253.05733341351151,15.90777587890625
1414,2020-05-05,Nordeste,Alagoas,1606,68,80,TRAIN,1144.4476,1606,461.5523681640625,28.739250819680105,213030.5885578543,461.5523681640625
1415,2020-05-05,Nordeste,Bahia,4040,306,146,TRAIN,3764.9214,4040,275.07861328125,6.808876566367574,75668.24348473549,275.07861328125
1416,2020-05-05,Nordeste,Cearíç,11470,430,795,TRAIN,7983.241,11470,3486.7587890625,30.398943235069748,12157486.853104591,3486.7587890625
1417,2020-05-05,Nordeste,Maranhí£o,4530,303,271,TRAIN,2304.9172,4530,2225.082763671875,49.118824805118656,4950993.305189669,2225.082763671875
1418,2020-05-05,Nordeste,Paraí_ba,1361,142,85,TRAIN,1077.2155,1361,283.7845458984375,20.851178978577334,80533.66849078238,283.7845458984375
1419,2020-05-05,Nordeste,Pernambuco,9325,462,749,TRAIN,3854.741,9325,5470.259033203125,58.6622952622319,29923733.890340388,5470.259033203125
1420,2020-05-05,Nordeste,Piauí_,875,91,29,TRAIN,3412.326,875,2537.325927734375,289.98010602678573,6438022.863553107,2537.325927734375
1421,2020-05-05,Nordeste,Rio Grande do Norte,1536,115,68,TRAIN,2033.276,1536,497.2760009765625,32.37473964691162,247283.4211472422,497.2760009765625
1422,2020-05-05,Nordeste,Sergipe,898,126,21,TRAIN,48.771255,898,849.2287445068359,94.56890250632917,721189.4604966568,849.2287445068359
1423,2020-05-05,Norte,Acre,817,84,29,TRAIN,1331.8019,817,514.8018798828125,63.011246007688186,265020.9755308777,514.8018798828125
1424,2020-05-05,Norte,Amapíç,1931,198,55,TRAIN,4736.7153,1931,2805.71533203125,145.29856716888918,7872038.524395227,2805.71533203125
1425,2020-05-05,Norte,Amazonas,8109,867,649,TRAIN,5266.6357,8109,2842.3642578125,35.051970129639905,8079034.574090004,2842.3642578125
1426,2020-05-05,Norte,Paríç,4472,347,369,TRAIN,3603.6277,4472,868.372314453125,19.41798556469421,754070.476508677,868.372314453125
1427,2020-05-05,Norte,RondíÇnia,861,105,29,TRAIN,699.278,861,161.72198486328125,18.783041215247533,26154.00038811937,161.72198486328125
1428,2020-05-05,Norte,Roraima,869,63,11,TRAIN,644.70135,869,224.29864501953125,25.811121406160098,50309.88215759769,224.29864501953125
1429,2020-05-05,Norte,Tocantins,303,36,7,TRAIN,431.0639,303,128.06390380859375,42.26531478831477,16400.363458696753,128.06390380859375
1430,2020-05-05,Sudeste,Espí_rito Santo,3402,176,133,TRAIN,2932.9878,3402,469.01220703125,13.786367049713403,219972.4503443241,469.01220703125
1431,2020-05-05,Sudeste,Minas Gerais,2452,105,94,TRAIN,2303.1252,2452,148.874755859375,6.071564268326876,22163.69293218851,148.874755859375
1432,2020-05-05,Sudeste,Rio de Janeiro,12391,670,1123,TRAIN,11749.891,12391,641.109375,5.17399221208942,411021.2307128906,641.109375
1433,2020-05-05,Sudeste,Sí£o Paulo,34053,1866,2851,TRAIN,29427.252,34053,4625.748046875,13.583966308034535,21397544.993167877,4625.748046875
1434,2020-05-05,Sul,Paraníç,1588,26,99,TRAIN,1607.8907,1588,19.8907470703125,1.2525659364176638,395.6418190151453,19.8907470703125
1435,2020-05-05,Sul,Rio Grande do Sul,1815,104,79,TRAIN,1618.1771,1815,196.8228759765625,10.84423559099518,38739.244507685304,196.8228759765625
1436,2020-05-05,Sul,Santa Catarina,2623,104,55,TRAIN,1821.8724,2623,801.1275634765625,30.54241568724981,641805.3729618937,801.1275634765625
1437,2020-05-06,Centro-Oeste,Distrito Federal,1906,88,34,TEST,1533.6909,1906,372.30908203125,19.53353001213274,138614.05256295204,372.30908203125
1438,2020-05-06,Centro-Oeste,Goiíçs,1024,102,44,TEST,1833.939,1024,809.93896484375,79.09560203552246,656001.1267721653,809.93896484375
1439,2020-05-06,Centro-Oeste,Mato Grosso,379,14,13,TEST,620.5655,379,241.56549072265625,63.73759649674307,58353.88630807772,241.56549072265625
1440,2020-05-06,Centro-Oeste,Mato Grosso do Sul,288,5,10,TEST,335.5798,288,47.579803466796875,16.520765092637802,2263.837697939016,47.579803466796875
1441,2020-05-06,Nordeste,Alagoas,1703,97,89,TEST,1221.8163,1703,481.1837158203125,28.255062584868615,231537.76837064326,481.1837158203125
1442,2020-05-06,Nordeste,Bahia,4301,261,160,TEST,3932.9133,4301,368.086669921875,8.558164843568356,135487.79657417536,368.086669921875
1443,2020-05-06,Nordeste,Cearíç,12304,834,848,TEST,8048.02,12304,4255.97998046875,34.590214405630284,18113365.59415078,4255.97998046875
1444,2020-05-06,Nordeste,Maranhí£o,5028,498,291,TEST,2154.605,5028,2873.39501953125,57.14787230571301,8256398.938266993,2873.39501953125
1445,2020-05-06,Nordeste,Paraí_ba,1493,132,92,TEST,1144.5985,1493,348.4014892578125,23.33566572389903,121383.59771706164,348.4014892578125
1446,2020-05-06,Nordeste,Pernambuco,9881,556,803,TEST,3881.843,9881,5999.156982421875,60.71406722418657,35989884.49974114,5999.156982421875
1447,2020-05-06,Nordeste,Piauí_,949,74,30,TEST,3579.596,949,2630.595947265625,277.1966224726686,6920035.037770331,2630.595947265625
1448,2020-05-06,Nordeste,Rio Grande do Norte,1574,38,72,TEST,2200.5442,1574,626.544189453125,39.80585701735229,392557.6213374734,626.544189453125
1449,2020-05-06,Nordeste,Sergipe,998,100,23,TEST,50.2258,998,947.7742004394531,94.96735475345221,898275.9350186447,947.7742004394531
1450,2020-05-06,Norte,Acre,943,126,33,TEST,1697.091,943,754.0909423828125,79.9672261275517,568653.1493837982,754.0909423828125
1451,2020-05-06,Norte,Amapíç,2046,115,56,TEST,4908.2896,2046,2862.28955078125,139.8968499893084,8192701.47251153,2862.28955078125
1452,2020-05-06,Norte,Amazonas,9243,1134,751,TEST,5347.8306,9243,3895.16943359375,42.141830937939524,15172344.916403055,3895.16943359375
1453,2020-05-06,Norte,Paríç,5017,545,392,TEST,3786.0244,5017,1230.9755859375,24.536089016095275,1515300.8931741714,1230.9755859375
1454,2020-05-06,Norte,RondíÇnia,943,82,33,TEST,734.63684,943,208.3631591796875,22.09577509858828,43415.20610333979,208.3631591796875
1455,2020-05-06,Norte,Roraima,932,63,13,TEST,677.30786,932,254.692138671875,27.327482690115342,64868.085501253605,254.692138671875
1456,2020-05-06,Norte,Tocantins,351,48,9,TEST,470.39413,351,119.39413452148438,34.01542294059384,14254.959358134307,119.39413452148438
1457,2020-05-06,Sudeste,Espí_rito Santo,3568,166,145,TEST,3036.132,3568,531.867919921875,14.906612105433716,282883.48424202204,531.867919921875
1458,2020-05-06,Sudeste,Minas Gerais,2605,153,97,TEST,2341.615,2605,263.385009765625,10.110748935340691,69371.66336923838,263.385009765625
1459,2020-05-06,Sudeste,Rio de Janeiro,13295,904,1205,TEST,12192.769,13295,1102.2314453125,8.290571232136141,1214914.1590356827,1102.2314453125
1460,2020-05-06,Sudeste,Sí£o Paulo,37853,3800,3045,TEST,29992.79,37853,7860.2109375,20.765093750825564,61782915.98199463,7860.2109375
1461,2020-05-06,Sul,Paraníç,1627,39,101,TEST,1666.1659,1627,39.1658935546875,2.407246069741088,1533.9672179371119,39.1658935546875
1462,2020-05-06,Sul,Rio Grande do Sul,2050,235,87,TEST,1687.8671,2050,362.1329345703125,17.66502119855183,131140.26230050623,362.1329345703125
1463,2020-05-06,Sul,Santa Catarina,2917,294,59,TEST,1880.1786,2917,1036.8214111328125,35.5441004844982,1074998.6385834366,1036.8214111328125
1464,2020-05-07,Centro-Oeste,Distrito Federal,2258,352,35,TEST,1552.8865,2258,705.113525390625,31.227348334394375,497185.08368879557,705.113525390625
1465,2020-05-07,Centro-Oeste,Goiíçs,1027,3,44,TEST,1986.3435,1027,959.343505859375,93.4122206289557,920339.9622345567,959.343505859375
1466,2020-05-07,Centro-Oeste,Mato Grosso,417,38,13,TEST,732.1883,417,315.18829345703125,75.58472265156625,99343.66033235565,315.18829345703125
1467,2020-05-07,Centro-Oeste,Mato Grosso do Sul,311,23,10,TEST,399.87274,311,88.87274169921875,28.576444276276124,7898.364217136055,88.87274169921875
1468,2020-05-07,Nordeste,Alagoas,1867,164,98,TEST,1299.1842,1867,567.8157958984375,30.413272410200186,322414.77807177603,567.8157958984375
1469,2020-05-07,Nordeste,Bahia,4528,227,165,TEST,4100.9023,4528,427.09765625,9.432368733436396,182412.40797424316,427.09765625
1470,2020-05-07,Nordeste,Cearíç,13888,1584,903,TEST,8112.7935,13888,5775.20654296875,41.584148494878676,33353010.61394906,5775.20654296875
1471,2020-05-07,Nordeste,Maranhí£o,5389,361,305,TEST,2016.5443,5389,3372.4556884765625,62.58036163437674,11373457.370737925,3372.4556884765625
1472,2020-05-07,Nordeste,Paraí_ba,1657,164,101,TEST,1211.9799,1657,445.0201416015625,26.856978974143782,198042.92643107474,445.0201416015625
1473,2020-05-07,Nordeste,Pernambuco,10824,943,845,TEST,3908.945,10824,6915.054931640625,63.88631681116616,47817984.70760733,6915.054931640625
1474,2020-05-07,Nordeste,Piauí_,1051,102,35,TEST,3746.8625,1051,2695.862548828125,256.50452415110607,7267674.882174075,2695.862548828125
1475,2020-05-07,Nordeste,Rio Grande do Norte,1739,165,76,TEST,2367.8127,1739,628.812744140625,36.15944474644192,395405.4671936631,628.812744140625
1476,2020-05-07,Nordeste,Sergipe,1214,216,25,TEST,51.67958,1214,1162.3204193115234,95.74303289221774,1350988.7571485157,1162.3204193115234
1477,2020-05-07,Norte,Acre,1014,71,36,TEST,2062.3806,1014,1048.380615234375,103.39059321838018,1099101.9143992066,1048.380615234375
1478,2020-05-07,Norte,Amapíç,2199,153,61,TEST,5079.862,2199,2880.86181640625,131.0078133881878,8299364.805227518,2880.86181640625
1479,2020-05-07,Norte,Amazonas,10099,856,806,TEST,5351.5483,10099,4747.45166015625,47.009126251670956,22538297.265520334,4747.45166015625
1480,2020-05-07,Norte,Paríç,5524,507,410,TEST,3968.4258,5524,1555.57421875,28.160286364047792,2419811.150039673,1555.57421875
1481,2020-05-07,Norte,RondíÇnia,1098,155,37,TEST,769.9976,1098,328.00238037109375,29.87271223780453,107585.56152910367,328.00238037109375
1482,2020-05-07,Norte,Roraima,1020,88,14,TEST,709.914,1020,310.08599853515625,30.400588091681986,96153.32648754492,310.08599853515625
1483,2020-05-07,Norte,Tocantins,423,72,9,TEST,521.8323,423,98.832275390625,23.364604111258867,9767.81865888834,98.832275390625
1484,2020-05-07,Sudeste,Espí_rito Santo,3838,270,155,TEST,3132.8962,3838,705.103759765625,18.371645642668707,497171.3120356202,705.103759765625
1485,2020-05-07,Sudeste,Minas Gerais,2770,165,106,TEST,2354.972,2770,415.028076171875,14.982963038695848,172248.30401092768,415.028076171875
1486,2020-05-07,Sudeste,Rio de Janeiro,14156,861,1394,TEST,12635.659,14156,1520.3408203125,10.739904071153575,2311436.2099084854,1520.3408203125
1487,2020-05-07,Sudeste,Sí£o Paulo,39928,2075,3206,TEST,30558.33,39928,9369.669921875,23.466414350518434,87790714.44488907,9369.669921875
1488,2020-05-07,Sul,Paraníç,1656,29,104,TEST,1724.4397,1656,68.439697265625,4.1328319604846016,4683.992161810398,68.439697265625
1489,2020-05-07,Sul,Rio Grande do Sul,2129,79,90,TEST,1777.9935,2129,351.0064697265625,16.486917319237318,123205.54178990424,351.0064697265625
1490,2020-05-07,Sul,Santa Catarina,3082,165,63,TEST,1938.4825,3082,1143.5174560546875,37.10309721137857,1307632.1723017842,1143.5174560546875
1491,2020-05-08,Centro-Oeste,Distrito Federal,2442,184,37,TEST,1572.0807,2442,869.9193115234375,35.6232314301162,756759.6085614115,869.9193115234375
1492,2020-05-08,Centro-Oeste,Goiíçs,1053,26,49,TEST,2127.819,1053,1074.819091796875,102.07208848973171,1155236.0800910592,1074.819091796875
1493,2020-05-08,Centro-Oeste,Mato Grosso,457,40,14,TEST,876.8421,457,419.84210205078125,91.86916893890181,176267.39065441862,419.84210205078125
1494,2020-05-08,Centro-Oeste,Mato Grosso do Sul,326,15,11,TEST,469.6056,326,143.6055908203125,44.05079473015721,20622.56571485102,143.6055908203125
1495,2020-05-08,Nordeste,Alagoas,2033,166,108,TEST,1376.5524,2033,656.4476318359375,32.289603139987086,430923.49334301054,656.4476318359375
1496,2020-05-08,Nordeste,Bahia,4818,290,183,TEST,4275.6177,4818,542.38232421875,11.25741644289643,294178.58562493324,542.38232421875
1497,2020-05-08,Nordeste,Cearíç,14956,1068,966,TEST,8177.571,14956,6778.42919921875,45.322473918285304,45947102.408821344,6778.42919921875
1498,2020-05-08,Nordeste,Maranhí£o,5909,520,330,TEST,1938.3715,5909,3970.6285400390625,67.19628600506114,15765891.002972737,3970.6285400390625
1499,2020-05-08,Nordeste,Paraí_ba,2031,374,114,TEST,1279.3607,2031,751.6392822265625,37.008334920067085,564961.6105860621,751.6392822265625
1500,2020-05-08,Nordeste,Pernambuco,11587,763,927,TEST,3936.0466,11587,7650.953369140625,66.03049425339282,58537087.45676428,7650.953369140625
1501,2020-05-08,Nordeste,Piauí_,1131,80,37,TEST,3914.1316,1131,2783.131591796875,246.07706381935233,7745821.457257807,2783.131591796875
1502,2020-05-08,Nordeste,Rio Grande do Norte,1821,82,81,TEST,2535.0796,1821,714.07958984375,39.21359636703734,509909.6606314182,714.07958984375
1503,2020-05-08,Nordeste,Sergipe,1438,224,28,TEST,53.133804,1438,1384.866195678711,96.30502056180187,1917854.3799336257,1384.866195678711
1504,2020-05-08,Norte,Acre,1177,163,38,TEST,2427.6663,1177,1250.666259765625,106.25881561305225,1564166.0933161378,1250.666259765625
1505,2020-05-08,Norte,Amapíç,2322,123,66,TEST,5251.4346,2322,2929.4345703125,126.15997288167527,8581586.901741982,2929.4345703125
1506,2020-05-08,Norte,Amazonas,10727,628,874,TEST,5330.6904,10727,5396.3095703125,50.305859702736086,29120156.97864628,5396.3095703125
1507,2020-05-08,Norte,Paríç,6141,617,515,TEST,4150.8247,6141,1990.17529296875,32.40800021118303,3960797.69674325,1990.17529296875
1508,2020-05-08,Norte,RondíÇnia,1222,124,39,TEST,808.0243,1222,413.9757080078125,33.87689918230871,171375.88682056963,413.9757080078125
1509,2020-05-08,Norte,Roraima,1124,104,16,TEST,742.52075,1124,381.479248046875,33.93943487961521,145526.41669040918,381.479248046875
1510,2020-05-08,Norte,Tocantins,494,71,9,TEST,563.0976,494,69.09759521484375,13.987367452397521,4774.477664474398,69.09759521484375
1511,2020-05-08,Sudeste,Espí_rito Santo,4242,404,165,TEST,3229.6624,4242,1012.337646484375,23.864630987373292,1024827.5104895234,1012.337646484375
1512,2020-05-08,Sudeste,Minas Gerais,2943,173,111,TEST,2368.3298,2943,574.670166015625,19.526679103487087,330245.799708426,574.670166015625
1513,2020-05-08,Sudeste,Rio de Janeiro,15741,1585,1503,TEST,13078.532,15741,2662.4677734375,16.914222561701926,7088734.644593239,2662.4677734375
1514,2020-05-08,Sudeste,Sí£o Paulo,41830,1902,3416,TEST,31123.87,41830,10706.130859375,25.59438407691848,114621237.97806168,10706.130859375
1515,2020-05-08,Sul,Paraníç,1711,55,106,TEST,1782.7162,1711,71.7161865234375,4.191477879803477,5143.2114094644785,71.7161865234375
1516,2020-05-08,Sul,Rio Grande do Sul,2447,318,91,TEST,1825.254,2447,621.7459716796875,25.40849904698355,386568.05329991877,621.7459716796875
1517,2020-05-08,Sul,Santa Catarina,3205,123,63,TEST,1996.7897,3205,1208.2103271484375,37.697670113835805,1459772.1946281344,1208.2103271484375
1518,2020-05-09,Centro-Oeste,Distrito Federal,2576,134,39,TEST,1591.2762,2576,984.7237548828125,38.226853838618496,969680.8734305054,984.7237548828125
1519,2020-05-09,Centro-Oeste,Goiíçs,1069,16,47,TEST,2258.7524,1069,1189.75244140625,111.29583174988306,1415510.8718321323,1189.75244140625
1520,2020-05-09,Centro-Oeste,Mato Grosso,502,45,16,TEST,1029.2457,502,527.2457275390625,105.0290293902515,277988.0572081953,527.2457275390625
1521,2020-05-09,Centro-Oeste,Mato Grosso do Sul,346,20,11,TEST,564.53235,346,218.5323486328125,63.159638333182805,47756.38739897311,218.5323486328125
1522,2020-05-09,Nordeste,Alagoas,2172,139,114,TEST,1453.9186,2172,718.0814208984375,33.06083889955974,515640.92703951895,718.0814208984375
1523,2020-05-09,Nordeste,Bahia,5174,356,196,TEST,4467.8066,5174,706.193359375,13.648885956223424,498709.0608253479,706.193359375
1524,2020-05-09,Nordeste,Cearíç,15879,923,1062,TEST,8242.343,15879,7636.6572265625,48.09280953814787,58318533.596009254,7636.6572265625
1525,2020-05-09,Nordeste,Maranhí£o,6765,856,355,TEST,1914.0836,6765,4850.9163818359375,71.70608103231245,23531389.743564263,4850.9163818359375
1526,2020-05-09,Nordeste,Paraí_ba,2156,125,124,TEST,1346.7424,2156,809.257568359375,37.53513767900626,654897.8119469285,809.257568359375
1527,2020-05-09,Nordeste,Pernambuco,12470,883,972,TEST,3963.1494,12470,8506.8505859375,68.21852915747795,72366506.89146519,8506.8505859375
1528,2020-05-09,Nordeste,Piauí_,1233,102,38,TEST,4042.7976,1233,2809.797607421875,227.8830176335665,7894962.594673693,2809.797607421875
1529,2020-05-09,Nordeste,Rio Grande do Norte,1919,98,87,TEST,2702.3503,1919,783.350341796875,40.82075777993095,613637.7579932809,783.350341796875
1530,2020-05-09,Nordeste,Sergipe,1588,150,33,TEST,54.587967,1588,1533.4120330810547,96.56247059704374,2351352.4631977733,1533.4120330810547
1531,2020-05-09,Norte,Acre,1335,158,39,TEST,2792.9556,1335,1457.95556640625,109.21015478698502,2125634.4336149693,1457.95556640625
1532,2020-05-09,Norte,Amapíç,2493,171,69,TEST,5423.008,2493,2930.0078125,117.52939480545527,8584945.781311035,2930.0078125
1533,2020-05-09,Norte,Amazonas,11925,1198,962,TEST,5309.8325,11925,6615.16748046875,55.473102561582806,43760440.79465127,6615.16748046875
1534,2020-05-09,Norte,Paríç,6775,634,578,TEST,4333.2227,6775,2441.77734375,36.04099400369004,5962276.596450806,2441.77734375
1535,2020-05-09,Norte,RondíÇnia,1263,41,41,TEST,847.8277,1263,415.17230224609375,32.87191625068042,172368.04055232182,415.17230224609375
1536,2020-05-09,Norte,Roraima,1202,78,18,TEST,775.1271,1202,426.8729248046875,35.51355447626352,182220.4939313084,426.8729248046875
1537,2020-05-09,Norte,Tocantins,572,78,9,TEST,603.2211,572,31.22113037109375,5.45823957536604,974.7589816488326,31.22113037109375
1538,2020-05-09,Sudeste,Espí_rito Santo,4412,170,172,TEST,3302.432,4412,1109.568115234375,25.148869338947755,1231141.4023447633,1109.568115234375
